id,act,SalePrice
913,15289.54311901125,17538.86938763193
643,16261.630329120957,15334.388567172915
126,12928.759894459103,14892.933600862849
1239,32078.87793362033,28695.81843805092
975,18066.93514789613,17363.6992615652
518,24454.93681433134,23050.496668537315
838,15150.673517567004,15776.660800176049
149,11123.455075683934,9968.538665605129
1043,31576.16997639217,32176.150147413467
169,26815.72003888349,29578.820136601942
441,11540.063880016663,10751.94035567531
414,26815.72003888349,31340.880152760532
921,15414.525760311071,20176.75509437164
885,40827.662824607694,36508.196510251175
1001,7096.236633800862,7335.527678897302
526,13484.238300236078,14168.941492309206
1113,13831.412303846691,13290.0269274396
1420,20136.09220941536,18860.991318580345
189,34870.15692264963,27714.925988832707
780,19594.500763782806,18736.348696964033
1149,15011.803916122763,15064.815859013128
904,12581.585890848495,11260.397883850992
567,24871.545618664077,23817.079343878715
1439,22510.762394111927,20272.389887742924
386,6401.888626579643,5104.6422875695525
322,36953.20094431329,30526.790684434214
64,25635.32842660742,29663.08465704005
353,9859.741702541314,9879.171106862006
168,20636.022774614637,22940.32978463506
1078,16803.221774753507,14891.504225550456
647,16678.239133453688,17741.365978860184
869,27926.676850437438,25168.957820644122
192,21816.41438689071,23348.732950933023
200,14595.195111790032,15358.544737479313
712,21399.80558255798,21597.83057912036
218,38411.33175947785,28819.9795079502
1066,19872.239966671295,20988.85689774025
33,18136.36994861825,18890.887722998967
687,15817.247604499375,17953.45367756097
1080,15289.54311901125,18491.13728190165
723,13900.84710456881,15074.12980601677
541,29593.11206776837,33040.9739076689
868,18622.4135536731,17555.16685493623
1051,22946.951812248302,21871.886974929428
1313,41420.35828357173,47151.157486180484
1204,16469.93473128732,16203.079861486929
438,7700.319400083324,7634.523947794017
393,9040.411054020276,7553.170155621089
903,28482.155256214413,29209.03013550235
682,19177.891959450077,20020.247130266787
1052,18066.93514789613,17072.79873724172
1159,20844.327176781004,21263.0450778355
672,18066.93514789613,19181.12055279229
